employee_id,name,email,department,salary,age,is_active
878599,Robert Mccann,howardalexandria@example.org,Marketing,90002.99512742765,33,True
172942,Alan Mcgee,scottlewis@example.com,Finance,52035.362752688685,27,False
447864,Timothy Mitchell,nlowery@example.net,HR,79911.27307498259,27,True
691512,Tammy Hobbs,katherinegarcia@example.org,IT,75757.4373716122,27,True
619927,Tammy Baker,victoriagarner@example.org,Finance,62018.68551415263,27,True
996563,Miranda Clark,espinozatravis@example.com,Marketing,58901.75489944466,29,True
753243,Jacqueline Edwards,davidjohnson@example.com,Operations,56081.961248163374,27,False
638512,Valerie Perkins,mcdonaldpaul@example.com,Finance,71097.57482306375,27,False
102867,Brian Mcgee,ssandoval@example.net,Finance,76902.69461525766,27,False
882210,David Weber,chloebrooks@example.net,IT,46775.96814989779,27,True
956549,Charles Bennett,richardwalker@example.net,Marketing,86784.5728592434,34,True
972379,David Miller,victoria93@example.net,Marketing,60409.30272871548,28,False
619165,Melissa Ramos,johnblack@example.net,Operations,50956.64462226607,29,False
114707,Paula Arnold MD,wwright@example.net,Finance,67369.16705448303,27,True
866360,Chelsey Kane,gregory92@example.org,HR,46775.96814989779,27,True
858880,Julie Harris,whale@example.net,Operations,75223.27749024348,27,True
681838,Joseph Ward,smithkimberly@example.net,Marketing,53228.55742553221,38,True
400976,Damon Ortega,llane@example.net,IT,84072.89992906497,33,True
257875,Christopher Clark,valerie96@example.com,Marketing,80739.00385198332,30,True
327996,Paul Mclaughlin,williamstammy@example.com,Operations,46775.96814989779,29,False
239442,Molly Duke,richardsonkimberly@example.net,Finance,65899.6427840918,32,True
559566,Rebecca Morgan,erik02@example.org,HR,46775.96814989779,31,True
663006,Richard Walker,lisabrown@example.org,HR,66907.61621113715,31,True
780775,David Moore,chadcollins@example.com,Finance,60962.407320251565,27,True
277869,Steven Wall,smclean@example.com,Marketing,63622.93408948677,30,False
320846,Ryan Smith,ashley65@example.org,Marketing,46775.96814989779,30,False
730896,Caitlin Leblanc,cartervictoria@example.org,Finance,50880.22938615522,37,True
467757,Gabriella Charles,timothycurtis@example.org,IT,57493.216990373934,27,True
459334,Corey Short,vbrooks@example.org,Marketing,46775.96814989779,42,True
678333,Jessica Schmitt,njones@example.org,Marketing,64181.696693281236,29,True
121487,Rachel Shaw,browndarrell@example.net,Finance,83873.41208231064,37,True
684790,Stephanie Glover,leonard78@example.org,Operations,59241.17424751438,34,True
102681,Christopher Smith,leeelizabeth@example.com,HR,53738.17534997668,29,True
520673,Thomas Thomas,simonvanessa@example.net,HR,47067.27098327253,32,True
167865,Amanda Green DDS,solomonleah@example.net,Finance,52848.349534727895,37,True
159836,Scott Mcdonald,xthomas@example.com,Finance,46775.96814989779,33,False
169314,Melissa Powers,danielpeterson@example.org,Finance,81747.22890405092,27,True
803170,Colin Owens,aaron90@example.org,Finance,57422.73123973782,28,True
815463,Patricia Lee,tthompson@example.org,HR,46775.96814989779,29,True
494489,Regina Summers,xcarson@example.com,IT,51751.70984859308,31,True
297452,Bryan Hughes,russellfrederick@example.org,IT,62544.28260404027,38,True
643301,Ronald White,johnkim@example.com,Finance,66709.77787344079,32,False
623928,Kimberly Smith,murrayjoseph@example.org,Finance,75237.18793959856,27,False
512459,Judy Allen,kimroberts@example.com,Finance,52206.782587409776,27,True
622712,John Leonard,melanieandrews@example.net,Marketing,46775.96814989779,36,True
144271,Claudia Rodriguez,stephanie70@example.org,HR,46775.96814989779,27,True
491382,Troy Cabrera,leonmary@example.org,Marketing,63887.06341150153,29,True
383045,Sandra White,andrew51@example.org,HR,80563.01483220402,27,True
459217,Mr. Dylan Fuller DDS,bcallahan@example.org,Operations,79461.31047691888,31,True
954344,Tiffany Mckinney,lindseyallen@example.net,Operations,60939.272705364274,33,True
852207,Brandi Rodriguez,fjackson@example.com,Marketing,46775.96814989779,27,True
119961,Erin Hall,msteele@example.com,HR,49292.95509558715,27,False
386717,Alicia Wallace,dwilliams@example.org,Operations,60585.7363962095,27,True
135668,Juan Harvey,tfields@example.org,IT,74054.03647548346,31,True
288222,William Velasquez,michellewilson@example.org,Operations,51652.10150320136,27,True
826585,Christopher Bowers,hgillespie@example.com,HR,48983.1866996389,29,False
340319,Tanner Bradford,jennaoneill@example.net,HR,50467.607178737424,35,True
259833,Jessica Elliott,katherine72@example.org,HR,46802.0316191396,30,True
638896,Mary Shelton,zavalarebecca@example.net,Finance,92485.42850170331,33,True
137998,Brianna Allen,randerson@example.com,IT,70975.88620785395,27,True
273387,Andrew Adams,mejiajamie@example.org,IT,46775.96814989779,33,True
743808,Nathan Lopez,todd94@example.org,Marketing,75146.20458309956,27,False
918421,Michael Wilson,fosterrachel@example.com,Finance,46775.96814989779,33,True
819818,George Weber,hcollins@example.com,Marketing,55371.73802884214,36,False
351852,Cynthia Green,smithgregory@example.net,Operations,68273.7609298825,27,True
447066,James Marquez,marioward@example.org,Finance,46775.96814989779,27,True
523563,Tyler Gonzalez,wgibson@example.com,HR,51595.3760651916,27,True
795462,Jasmine Butler,xflores@example.org,IT,62544.49973082553,27,True
609322,Robert Warner,tanyalara@example.com,Finance,46775.96814989779,27,True
898004,Anthony Schneider,burkejill@example.net,IT,92485.42850170331,27,True
536355,Wendy Kelley,lchavez@example.org,Finance,50701.93771130188,28,True
364337,Ryan Yates,diazmegan@example.com,HR,46775.96814989779,30,True
466445,Tammy Alvarez,april27@example.net,Finance,46775.96814989779,28,True
406791,George Young,maxwellsharon@example.com,Marketing,46775.96814989779,27,False
896355,Terry Morrow,robinbautista@example.net,Operations,92485.42850170331,27,False
767001,Ray Moses,logan92@example.org,HR,86310.2805595692,27,True
409330,Kristen Shields,hartalexander@example.net,Marketing,58003.435858144425,27,True
489768,Lawrence Reed,josephnguyen@example.com,IT,46775.96814989779,34,True
743429,Sherri Hernandez,brandon46@example.net,HR,63906.54334009499,40,True
148485,Matthew Mckee,trevortanner@example.com,Finance,46775.96814989779,35,False
256471,Lisa Carter,jwalker@example.net,Operations,85022.84717380685,27,True
119026,Michael Black,dennispaul@example.com,Marketing,46775.96814989779,36,False
329928,Lawrence Kerr DDS,peter55@example.org,Marketing,46775.96814989779,32,False
690566,Jonathan Harper,eddiegonzales@example.com,IT,46775.96814989779,27,True
894411,Aaron Brown,lindadixon@example.com,Operations,49062.68252381055,40,True
396774,Cody Watson,milleranthony@example.net,Finance,46775.96814989779,31,False
580293,Gina Bradford,amanda11@example.net,Marketing,46775.96814989779,27,False
256720,Joshua Edwards,lindsayreed@example.com,HR,70694.22858712504,27,True
287483,Maria Sims,hgarza@example.net,Marketing,71041.37910001476,27,True
431149,Lauren Benson,zhangjoseph@example.org,HR,83558.95694100866,27,True
668401,Rose Chen,woodskathleen@example.org,Operations,53256.24020011438,27,True
414961,Sylvia Abbott,dakotabrewer@example.com,Finance,62204.62646787579,29,True
216074,Victoria Allen,lindaaustin@example.com,IT,46775.96814989779,33,False
743121,Mr. Darren Rodriguez,corey56@example.org,Finance,46775.96814989779,29,True
892254,Keith Fitzpatrick,allenrichard@example.net,Finance,46775.96814989779,27,True
691982,Christopher Wheeler,michael02@example.com,Finance,59931.63558075417,27,True
967080,Katelyn Torres,chenderson@example.com,Marketing,48323.80215488666,27,False
761533,Ricardo Ruiz,sanchezdavid@example.com,Marketing,46775.96814989779,32,False
391117,Derrick Hayes,reyesdebra@example.net,IT,69398.34816113558,27,True
192785,Mrs. Jamie Munoz,jerickson@example.org,HR,46775.96814989779,40,True
